Ref,Val,Package,PosX,PosY,Rot,Side
"REF**","R_0805_2012Metric","R_0805_2012Metric",-32.000000,68.500000,270.000000,bottom
"REF**","R_0805_2012Metric","R_0805_2012Metric",-15.000000,68.500000,270.000000,bottom
